BioSample	Runs	Assembly_Method	Country	Exact	Iso2	UN	Lineage	Per_Mis	sample_lon	sample_lat	precision	NearPost	NearPost_lon	NearPost_lat	Level2	Level1
ERS611805	ERR688030	reference guided alignment	Pakistan	NA	PK	Southern-Asia	4	13	70.8427963	33.5956993	Random	Khyber Pass	71.166664	34.083332	Indian Subcontinent	Asia-Tropical
ERS611810	ERR688035	reference guided alignment	Pakistan	NA	PK	Southern-Asia	4	13	67.4991989	28.9521008	Random	frk01-tmc010201	66.199997	27.666668	Indian Subcontinent	Asia-Tropical
ERS611816	ERR688041	reference guided alignment	Pakistan	NA	PK	Southern-Asia	4	13	71.0114975	32.0145988	Random	loc06-tmc010512	71.48333	30.183332	Indian Subcontinent	Asia-Tropical
ERS611818	ERR688043	reference guided alignment	Pakistan	NA	PK	Southern-Asia	4	13.1	72.3908997	31.5147991	Random	loc06-tmc010512	71.48333	30.183332	Indian Subcontinent	Asia-Tropical
SRS559444	"SRR1180218,SRR1183118"	reference guided alignment	Iran	NA	IR	Southern-Asia	4	13.4	52.2793007	31.8469009	Random	Isfahan	51.672501	32.655277	Western Asia	Asia-Temperate
SRS559452	"SRR1172151,SRR1172252,SRR1180184,SRR1183085"	reference guided alignment	Iran	NA	IR	Southern-Asia	4	13.2	47.4304008	38.9188004	Random	Tabriz	46.291943	38.080002	Western Asia	Asia-Temperate
SRS559453	"SRR1172164,SRR1172203,SRR1180156,SRR1183110"	reference guided alignment	Iran	NA	IR	Southern-Asia	4	13.1	59.3684998	36.3664017	Random	loc03-tmc010512	59.59861	36.305	Western Asia	Asia-Temperate
SRS559455	"SRR1172171,SRR1172359,SRR1180243,SRR1183100"	reference guided alignment	Iran	NA	IR	Southern-Asia	4	13.1	44.8359985	39.0395012	Random	loc06-tmc050418	44.0842	39.5469	Western Asia	Asia-Temperate
SRS559461	"SRR1172189,SRR1172210,SRR1180146,SRR1182972"	reference guided alignment	Iran	NA	IR	Southern-Asia	4	13	53.8919983	35.8133011	Random	Hecatompylos	54.349167	36.171112	Western Asia	Asia-Temperate
SRS559628	"SRR1172738,SRR1172979"	reference guided alignment	India	Tiruvallur	IN	Southern-Asia	4	13.3	79.89	13.14	Exact	Madras	80.2833	13.0833	Indo-China	Asia-Tropical
SRS559656	"SRR1172774,SRR1172887"	reference guided alignment	India	Tiruvallur	IN	Southern-Asia	4	13.1	79.89	13.14	Exact	Madras	80.2833	13.0833	Indo-China	Asia-Tropical
SRS559768	"SRR1172944,SRR1174323"	reference guided alignment	Iran	NA	IR	Southern-Asia	4	13.1	53.6954994	35.405201	Random	Hecatompylos	54.349167	36.171112	Western Asia	Asia-Temperate
SRS559794	"SRR1172989,SRR1175160"	reference guided alignment	India	Tiruvallur	IN	Southern-Asia	4	13.2	79.89	13.14	Exact	Madras	80.2833	13.0833	Indo-China	Asia-Tropical
SRS559976	SRR1173428	reference guided alignment	Iran	NA	IR	Southern-Asia	4	13.4	59.1717987	36.5732994	Random	loc03-tmc010512	59.59861	36.305	Western Asia	Asia-Temperate
SRS560028	"SRR1173580,SRR1173859"	reference guided alignment	Iran	NA	IR	Southern-Asia	4	13.1	54.6063995	32.5121002	Random	Isatichae	54.3675	31.897223	Western Asia	Asia-Temperate
SRS560033	SRR1173615	reference guided alignment	Iran	NA	IR	Southern-Asia	4	17.5	50.4751015	34.5536003	Random	loc26-tmc040123	50.373333	35.009445	Western Asia	Asia-Temperate
SRS560040	"SRR1173802,SRR1173637"	reference guided alignment	India	Tiruvallur	IN	Southern-Asia	4	13.1	79.89	13.14	Exact	Madras	80.2833	13.0833	Indo-China	Asia-Tropical
ERS247976	ERR275181	reference guided alignment	Portugal	NA	PT	Southern-Europe	4	13.1	-8.17206	40.5671005	Random	loc90-tmc051117	-8.2	39.4667	Macaronesia	Africa
ERS247990	ERR275195	reference guided alignment	Portugal	NA	PT	Southern-Europe	4	13.1	-8.50632	40.8414993	Random	loc90-tmc051117	-8.2	39.4667	Macaronesia	Africa
ERS247999	ERR275204	reference guided alignment	Portugal	NA	PT	Southern-Europe	4	13.2	-8.5502501	40.8437996	Random	loc90-tmc051117	-8.2	39.4667	Macaronesia	Africa
ERS248003	ERR275208	reference guided alignment	Portugal	NA	PT	Southern-Europe	4	13	-8.8133898	39.389801	Random	loc90-tmc051117	-8.2	39.4667	Macaronesia	Africa
ERS248013	ERR275218	reference guided alignment	Portugal	NA	PT	Southern-Europe	4	13.3	-8.8054399	39.8535995	Random	loc90-tmc051117	-8.2	39.4667	Macaronesia	Africa
ERS248031	ERR275236	reference guided alignment	Portugal	NA	PT	Southern-Europe	4	13.2	-8.9900703	39.3624992	Random	loc90-tmc051117	-8.2	39.4667	Macaronesia	Africa
ERS218238	ERR234187	reference guided alignment	Ghana	NA	GH	Western-Africa	4	14.1	-2.58757	7.8017998	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218249	ERR234198	reference guided alignment	Liberia	NA	LR	Western-Africa	4	13	-9.8089705	7.6195402	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218251	ERR234200	reference guided alignment	Ghana	NA	GH	Western-Africa	4	13.4	-1.58263	6.6865001	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218252	ERR234201	reference guided alignment	Ghana	NA	GH	Western-Africa	4	13.1	-2.77281	7.2753401	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218254	ERR234203	reference guided alignment	Ghana	NA	GH	Western-Africa	4	14	-0.815862	6.2311401	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218257	ERR234206	reference guided alignment	Ghana	NA	GH	Western-Africa	4	13.2	-1.52371	10.8137999	Random	Gao	-0.05	16.266666	West Tropical Africa	Africa
SRS485045	"SRR998634,SRR998633,SRR998632"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13.1	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485055	"SRR998675,SRR998674,SRR998672"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485057	"SRR998683,SRR998681"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485060	"SRR1049965,SRR998693,SRR998694"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13.3	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485068	"SRR998725,SRR998726,SRR998724"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13.1	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485077	"SRR998763,SRR998760"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13.1	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485082	"SRR998783,SRR998782"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13.2	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485084	"SRR998791,SRR998789,SRR998788,SRR998790"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13.1	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS526927	"SRR1162746,SRR1162473"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	4	13.1	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218205	ERR234154	reference guided alignment	Germany	NA	DE	Western-Europe	4	13.1	14.2278996	52.571701	Random	Lubusz	14.533333	52.416668	Middle Europe	Europe
ERS218225	ERR234174	reference guided alignment	Germany	NA	DE	Western-Europe	4	13.2	7.7012401	52.8889008	Random	Bremen	8.8	53.0833	Middle Europe	Europe
ERS218226	ERR234175	reference guided alignment	Germany	NA	DE	Western-Europe	4	13.5	8.2538099	52.2761993	Random	Minden	8.9167	52.2833	Middle Europe	Europe
ERS218228	ERR234177	reference guided alignment	Germany	NA	DE	Western-Europe	4	13.2	13.4275999	52.5816994	Random	Berlin	13.4	52.516666	Middle Europe	Europe
ERS218148	ERR234097	reference guided alignment	Sierra Leone	NA	SL	Western-Africa	5	13.6	-12.3168001	7.8078799	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218164	ERR234113	reference guided alignment	Ghana	NA	GH	Western-Africa	5	13.6	-0.861849	10.3556004	Random	Gao	-0.05	16.266666	West Tropical Africa	Africa
ERS218193	ERR234142	reference guided alignment	Ghana	NA	GH	Western-Africa	5	17.5	-1.56295	6.88345	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218194	ERR234143	reference guided alignment	Ghana	NA	GH	Western-Africa	5	14.6	-0.858911	10.3895998	Random	Gao	-0.05	16.266666	West Tropical Africa	Africa
ERS218195	ERR234144	reference guided alignment	Ghana	NA	GH	Western-Africa	5	15.6	-2.0919299	8.5970802	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218197	ERR234146	reference guided alignment	Sierra Leone	NA	SL	Western-Africa	5	14.1	-11.3919001	9.7160997	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218198	ERR234147	reference guided alignment	Ghana	NA	GH	Western-Africa	5	13.9	0.209516	9.7743998	Random	Gao	-0.05	16.266666	West Tropical Africa	Africa
ERS218200	ERR234149	reference guided alignment	Ghana	NA	GH	Western-Africa	5	13.8	-2.2649801	8.8385601	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218211	ERR234160	reference guided alignment	Ghana	NA	GH	Western-Africa	5	13.9	-1.3761801	7.8654299	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218227	ERR234176	reference guided alignment	Ghana	NA	GH	Western-Africa	5	13.7	-2.4593999	8.9719296	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218250	ERR234199	reference guided alignment	Ghana	NA	GH	Western-Africa	5	13.5	-2.5309601	6.3163099	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218253	ERR234202	reference guided alignment	Ghana	NA	GH	Western-Africa	5	15.4	-0.793167	5.8235898	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218255	ERR234204	reference guided alignment	Ghana	NA	GH	Western-Africa	5	13.7	-2.1361001	8.0199604	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485033	"SRR998584,SRR998587"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	5	13.4	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485041	"SRR998616,SRR998617"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	5	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS217650	ERR233362	reference guided alignment	Senegal	NA	SN	Western-Africa	6	14.8	-12.3539	12.9196997	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS217654	ERR233366	reference guided alignment	The Gambia	NA	GM	Western-Africa	6	19.4	-15.4503002	13.5355997	Random	Awlil	-15.967	18.15	West Tropical Africa	Africa
ERS217655	ERR233367	reference guided alignment	The Gambia	NA	GM	Western-Africa	6	14.9	-16.2989998	13.5822001	Random	Awlil	-15.967	18.15	West Tropical Africa	Africa
ERS218157	ERR234106	reference guided alignment	Ghana	NA	GH	Western-Africa	6	13.6	-1.65106	8.2731895	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218199	ERR234148	reference guided alignment	Ghana	NA	GH	Western-Africa	6	14.1	-1.73929	6.6082201	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218201	ERR234150	reference guided alignment	Ghana	NA	GH	Western-Africa	6	15.1	-0.966993	8.0068102	Random	Gao	-0.05	16.266666	West Tropical Africa	Africa
ERS218235	ERR234184	reference guided alignment	Ghana	NA	GH	Western-Africa	6	14.8	-2.9967301	6.3145599	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218237	ERR234186	reference guided alignment	Ghana	NA	GH	Western-Africa	6	13.9	-2.4094901	5.90623	Random	Bamako	-7.983	12.667	West Tropical Africa	Africa
ERS218305	ERR234254	reference guided alignment	The Gambia	NA	GM	Western-Africa	6	13.7	-16.7523994	13.1289997	Random	Awlil	-15.967	18.15	West Tropical Africa	Africa
ERS218306	ERR234255	reference guided alignment	The Gambia	NA	GM	Western-Africa	6	13.7	-14.2896996	13.3983002	Random	Awlil	-15.967	18.15	West Tropical Africa	Africa
ERS218312	ERR234261	reference guided alignment	The Gambia	NA	GM	Western-Africa	6	14	-14.3198996	13.3115997	Random	Awlil	-15.967	18.15	West Tropical Africa	Africa
SRS485031	"SRR998576,SRR998578,SRR998579"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485032	"SRR998580,SRR998583"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485035	"SRR1049958,SRR998594,SRR998592,SRR998593"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.6	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485036	"SRR998598,SRR998599,SRR998597"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485037	"SRR998602,SRR998600"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485038	"SRR998605,SRR998606,SRR998607"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.6	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485039	"SRR998610,SRR998608"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485040	"SRR998614,SRR998612"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485042	"SRR998620,SRR998622"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.6	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485044	"SRR998629,SRR998630,SRR998628"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.7	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485046	"SRR998636,SRR998639"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485047	"SRR998643,SRR998640,SRR998641"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.6	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485048	"SRR998646,SRR998647,SRR998645"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485049	"SRR998651,SRR998650,SRR1049960,SRR998649"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485050	"SRR998652,SRR998655,SRR998654,SRR998653"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.5	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS485072	"SRR998742,SRR998741"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS526842	"SRR1162479,SRR1162789,SRR1103387"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.6	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS526933	"SRR1162477,SRR1103499,SRR1162738"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.6	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS526956	"SRR1162470,SRR1103551,SRR1162788"	reference guided alignment	Mali	Point G Hospital	ML	Western-Africa	6	13.6	-8	12.67	Exact	Bamako	-7.983	12.667	West Tropical Africa	Africa
SRS703269	"SRR1577831,SRR1577834,SRR1577820"	reference guided alignment	Mali	NA	ML	Western-Africa	6	13.8	3.65469	15.6667995	Random	Gao	-0.05	16.266666	West Tropical Africa	Africa
ERS1028677	ERR1200602	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028678	ERR1200603	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	7	14.8	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028679	ERR1200604	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028681	ERR1200606	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14.2	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028683	ERR1200608	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	7	14	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028685	ERR1200610	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	16.9	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028687	ERR1200612	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14.2	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028688	ERR1200613	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028692	ERR1200617	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	7	14.8	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028693	ERR1200618	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	15.1	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028694	ERR1200619	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14.5	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028698	ERR1200623	reference guided alignment	Ethiopia	Fiche	ET	Eastern-Africa	7	14.1	38.73	9.79	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028699	ERR1200624	reference guided alignment	Ethiopia	Fiche	ET	Eastern-Africa	7	14	38.73	9.79	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028700	ERR1200625	reference guided alignment	Ethiopia	Fiche	ET	Eastern-Africa	7	14.2	38.73	9.79	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028706	ERR1200631	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14.7	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028708	ERR1200633	reference guided alignment	Ethiopia	Fiche	ET	Eastern-Africa	7	14.3	38.73	9.79	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028709	ERR1200634	reference guided alignment	Ethiopia	Fiche	ET	Eastern-Africa	7	14.5	38.73	9.79	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028710	ERR1200635	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	7	14	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028711	ERR1200636	reference guided alignment	Ethiopia	Addis Ababa	ET	Eastern-Africa	7	14.1	38.76	8.98	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028714	ERR1200639	reference guided alignment	Ethiopia	Fiche	ET	Eastern-Africa	7	14.3	38.73	9.79	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028715	ERR1200640	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14.8	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS158317	ERR159956	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	19.1	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS158319	ERR159958	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	16	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS158320	ERR159959	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	13.9	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS217634	ERR233346	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	7	14.8	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS217637	ERR233349	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	7	14.8	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS217642	ERR233354	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	7	14	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS217643	ERR233355	reference guided alignment	Ethiopia	Woldiya	ET	Eastern-Africa	7	14.8	39.6	11.83	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
